"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"187295","2022/10/19 10:48:05","294245","","2"
"196825","","294245","208438","2"
"191525","","294245","66533","2"
"15097","2021/3/31 14:29:58","294245","107636","2"
"16291","2021/3/31 14:29:58","294245","172511","1"
"15893","2021/3/31 14:29:58","294245","157277","1"
"15495","2021/3/31 14:29:58","294245","137950","1"
"14301","2021/3/31 14:29:58","294245","75477","2"
"13903","2021/3/31 14:29:58","294245","75443","2"
"14699","2021/3/31 14:29:58","294245","78799","2"
"13107","2021/3/31 14:29:58","294245","75378","2"
"12709","2021/3/31 14:29:58","294245","63679","2"
"13505","2021/3/31 14:29:58","294245","75442","2"
"12311","2021/3/31 14:29:58","294245","40547","2"
"11913","2021/3/31 14:29:58","294245","35344","2"
"193647","","294245","66134","2"
"194707","","294245","66052","2"
"198786","2023/5/30 16:25:00","294247","","1"
"15103","2021/3/31 14:29:58","294247","107636","2"
"16297","2021/3/31 14:29:58","294247","172511","1"
"15899","2021/3/31 14:29:58","294247","157277","1"
"15501","2021/3/31 14:29:58","294247","137950","1"
"14307","2021/3/31 14:29:58","294247","75477","2"
"13909","2021/3/31 14:29:58","294247","75443","2"
"14705","2021/3/31 14:29:58","294247","78799","2"
"13113","2021/3/31 14:29:58","294247","75378","2"
"12715","2021/3/31 14:29:58","294247","63679","2"
"13511","2021/3/31 14:29:58","294247","75442","2"
"12317","2021/3/31 14:29:58","294247","40547","2"
"11919","2021/3/31 14:29:58","294247","35344","2"
"198707","2023/5/30 16:25:00","294320","","2"
"188047","2022/10/19 10:48:05","294320","","2"
"188048","2022/10/19 10:48:05","294449","","2"
"197888","","295752","160172","2"
"189385","","295752","192153","2"
"192588","","295752","137916","2"
"195768","","295752","34078","2"
"196826","","295752","208438","2"
"191526","","295752","66533","2"
"193648","","295752","66134","2"
"194708","","295752","66052","2"
"198919","2023/6/30 15:34:05","296446","","1"
"16254","2021/3/31 14:29:58","297198","172511","1"
"15856","2021/3/31 14:29:58","297198","157277","1"
"15458","2021/3/31 14:29:58","297198","137950","1"
"14264","2021/3/31 14:29:58","297198","75477","2"
"13866","2021/3/31 14:29:58","297198","75443","2"
"15060","2021/3/31 14:29:58","297198","107636","2"
"14662","2021/3/31 14:29:58","297198","78799","2"
"13070","2021/3/31 14:29:58","297198","75378","2"
"12672","2021/3/31 14:29:58","297198","63679","2"
"13468","2021/3/31 14:29:58","297198","75442","2"
"12274","2021/3/31 14:29:58","297198","40547","2"
"11876","2021/3/31 14:29:58","297198","35344","2"
"197889","","297402","160172","2"
"189386","","297402","192153","2"
"192589","","297402","137916","2"
"195769","","297402","34078","2"
"196827","","297402","208438","2"
"191527","","297402","66533","2"
"193649","","297402","66134","2"
"194709","","297402","66052","2"
"198742","2023/5/30 16:25:00","297724","","2"
"197890","","297857","160172","2"
"198787","2023/5/30 16:25:00","297857","","1"
"189387","","297857","192153","2"
"192590","","297857","137916","2"
"195770","","297857","34078","2"
"196828","","297857","208438","2"
"191528","","297857","66533","2"
"193650","","297857","66134","2"
"194710","","297857","66052","2"
"197891","","297989","160172","2"
"189388","","297989","192153","2"
"192591","","297989","137916","2"
"195771","","297989","34078","2"
"196829","","297989","208438","2"
"191529","","297989","66533","2"
"193651","","297989","66134","2"
"194711","","297989","66052","2"
"198028","","298005","160172","2"
"189525","","298005","192153","2"
"192728","","298005","137916","2"
"195908","","298005","34078","2"
"196966","","298005","208438","2"
"191666","","298005","66533","2"
"193788","","298005","66134","2"
"194848","","298005","66052","2"
"198083","","298357","160172","2"
"189580","","298357","192153","2"
"192783","","298357","137916","2"
"195963","","298357","34078","2"
"197021","","298357","208438","2"
"191721","","298357","66533","2"
"193843","","298357","66134","2"
"194903","","298357","66052","2"
"188050","2022/10/19 10:48:05","298363","","2"
"187339","2022/10/19 10:48:05","298805","","2"
"188051","2022/10/19 10:48:05","299517","","2"
"15093","2021/3/31 14:29:58","299538","107636","2"
"16287","2021/3/31 14:29:58","299538","172511","1"
"15889","2021/3/31 14:29:58","299538","157277","1"
"15491","2021/3/31 14:29:58","299538","137950","1"
"14297","2021/3/31 14:29:58","299538","75477","2"
"13899","2021/3/31 14:29:58","299538","75443","2"
"14695","2021/3/31 14:29:58","299538","78799","2"
"13103","2021/3/31 14:29:58","299538","75378","2"
"12705","2021/3/31 14:29:58","299538","63679","2"
"13501","2021/3/31 14:29:58","299538","75442","2"
"12307","2021/3/31 14:29:58","299538","40547","2"
"11909","2021/3/31 14:29:58","299538","35344","2"
"188585","2023/3/30 23:11:16","457119","","2"
"188052","2022/10/19 10:48:05","300052","","5"
"197892","","300653","160172","2"
"198434","2023/5/30 16:25:00","300653","","2"
"189389","","300653","192153","2"
"192592","","300653","137916","2"
"195772","","300653","34078","2"
"187555","2022/10/19 10:48:05","300653","","2"
"196830","","300653","208438","2"
"191530","","300653","66533","2"
"16075","2021/3/31 14:29:58","300653","172511","1"
"15677","2021/3/31 14:29:58","300653","157277","1"
"15279","2021/3/31 14:29:58","300653","137950","1"
"14085","2021/3/31 14:29:58","300653","75477","2"
"13687","2021/3/31 14:29:58","300653","75443","2"
"14881","2021/3/31 14:29:58","300653","107636","2"
"14483","2021/3/31 14:29:58","300653","78799","2"
"12095","2021/3/31 14:29:58","300653","40547","2"
"12891","2021/3/31 14:29:58","300653","75378","2"
"13289","2021/3/31 14:29:58","300653","75442","2"
"12493","2021/3/31 14:29:58","300653","63679","2"
"11697","2021/3/31 14:29:58","300653","35344","2"
"193652","","300653","66134","2"
"194712","","300653","66052","2"
"188054","2022/10/19 10:48:05","301181","","3"
"197893","","301276","160172","2"
"189390","","301276","192153","2"
"192593","","301276","137916","2"
"195773","","301276","34078","2"
"196831","","301276","208438","2"
"191531","","301276","66533","2"
"193653","","301276","66134","2"
"194713","","301276","66052","2"
"197894","","301279","160172","2"
"189391","","301279","192153","2"
"192594","","301279","137916","2"
"195774","","301279","34078","2"
"187383","2022/10/19 10:48:05","301279","","2"
"196832","","301279","208438","2"
"191532","","301279","66533","2"
"193654","","301279","66134","2"
"194714","","301279","66052","2"
"198084","","301321","160172","2"
"189581","","301321","192153","2"
"192784","","301321","137916","2"
"195964","","301321","34078","2"
"197022","","301321","208438","2"
"191722","","301321","66533","2"
"193844","","301321","66134","2"
"194904","","301321","66052","2"
"197895","","303326","160172","2"
"198675","2023/5/30 16:25:00","303326","","2"
"189392","","303326","192153","2"
"192595","","303326","137916","2"
"195775","","303326","34078","2"
"196833","","303326","208438","2"
"191533","","303326","66533","2"
"193655","","303326","66134","2"
"194715","","303326","66052","2"
"197896","","303852","160172","2"
"198412","2023/5/30 16:25:00","303852","","5"
"189393","","303852","192153","2"
"192596","","303852","137916","2"
"195776","","303852","34078","2"
"196834","","303852","208438","2"
"188055","2022/10/19 10:48:05","303852","","2"
"191534","","303852","66533","2"
"193656","","303852","66134","2"
"194716","","303852","66052","2"
"197897","","304610","160172","2"
"189394","","304610","192153","2"
"192597","","304610","137916","2"
"195777","","304610","34078","2"
"196835","","304610","208438","2"
"191535","","304610","66533","2"
"16201","2021/3/31 14:29:58","304610","172511","1"
"15803","2021/3/31 14:29:58","304610","157277","1"
"15405","2021/3/31 14:29:58","304610","137950","1"
"14211","2021/3/31 14:29:58","304610","75477","2"
"13813","2021/3/31 14:29:58","304610","75443","2"
"15007","2021/3/31 14:29:58","304610","107636","2"
"14609","2021/3/31 14:29:58","304610","78799","2"
"13017","2021/3/31 14:29:58","304610","75378","2"
"12619","2021/3/31 14:29:58","304610","63679","2"
"13415","2021/3/31 14:29:58","304610","75442","2"
"12221","2021/3/31 14:29:58","304610","40547","2"
"11823","2021/3/31 14:29:58","304610","35344","2"
"193657","","304610","66134","2"
"194717","","304610","66052","2"
"198172","","305663","160172","2"
"189669","","305663","192153","2"
"192872","","305663","137916","2"
"196052","","305663","34078","2"
"197110","","305663","208438","2"
"191810","","305663","66533","2"
"193932","","305663","66134","2"
"194992","","305663","66052","2"
"198086","","309109","160172","2"
"189583","","309109","192153","2"
"192786","","309109","137916","2"
"195966","","309109","34078","2"
"197024","","309109","208438","2"
"191724","","309109","66533","2"
"193846","","309109","66134","2"
"194906","","309109","66052","2"
"198186","","309112","160172","2"
"189683","","309112","192153","2"
"192886","","309112","137916","2"
"196066","","309112","34078","2"
"197124","","309112","208438","2"
"191824","","309112","66533","2"
"193946","","309112","66134","2"
"195006","","309112","66052","2"
"198108","","309118","160172","2"
"189605","","309118","192153","2"
"192808","","309118","137916","2"
"195988","","309118","34078","2"
"197046","","309118","208438","2"
"191746","","309118","66533","2"
"193868","","309118","66134","2"
"194928","","309118","66052","2"
"198306","","309120","160172","2"
"189803","","309120","192153","2"
"193006","","309120","137916","2"
"196186","","309120","34078","2"
"197244","","309120","208438","2"
"191944","","309120","66533","2"
"194066","","309120","66134","2"
"195126","","309120","66052","2"
"198118","","309121","160172","2"
"189615","","309121","192153","2"
"192818","","309121","137916","2"
"195998","","309121","34078","2"
"197056","","309121","208438","2"
"191756","","309121","66533","2"
"193878","","309121","66134","2"
"194938","","309121","66052","2"
"198187","","309124","160172","2"
"189684","","309124","192153","2"
"192887","","309124","137916","2"
"196067","","309124","34078","2"
"197125","","309124","208438","2"
"191825","","309124","66533","2"
"193947","","309124","66134","2"
"195007","","309124","66052","2"
"15157","2021/3/31 14:29:58","309144","137950","1"
"15953","2021/3/31 14:29:58","309144","172511","1"
"15555","2021/3/31 14:29:58","309144","157277","1"
"14361","2021/3/31 14:29:58","309144","78799","2"
"13963","2021/3/31 14:29:58","309144","75477","2"
"14759","2021/3/31 14:29:58","309144","107636","2"
"11973","2021/3/31 14:29:58","309144","40547","2"
"13167","2021/3/31 14:29:58","309144","75442","2"
"12769","2021/3/31 14:29:58","309144","75378","2"
"13565","2021/3/31 14:29:58","309144","75443","2"
"12371","2021/3/31 14:29:58","309144","63679","2"
"11575","2021/3/31 14:29:58","309144","35344","2"
"188589","2023/3/30 23:11:49","458698","","2"
"198203","","458756","160172","2"
"189700","","458756","192153","2"
"192903","","458756","137916","2"
"188591","2023/3/30 23:11:57","458756","","2"
