"SEQID","CREDATE","GOODSID","PLACEPOINTID","XXSL"
"198510","2023/5/30 16:25:00","87652","","2"
"189221","","87652","192153","2"
"192424","","87652","137916","2"
"195604","","87652","34078","2"
"187553","2022/10/19 10:48:05","87652","","2"
"196662","","87652","208438","2"
"191362","","87652","66533","2"
"193484","","87652","66134","2"
"194544","","87652","66052","2"
"197725","","87720","160172","2"
"189222","","87720","192153","2"
"192425","","87720","137916","2"
"195605","","87720","34078","2"
"196663","","87720","208438","2"
"191363","","87720","66533","2"
"193485","","87720","66134","2"
"194545","","87720","66052","2"
"197726","","87767","160172","2"
"189223","","87767","192153","2"
"192426","","87767","137916","2"
"195606","","87767","34078","2"
"196664","","87767","208438","2"
"191364","","87767","66533","2"
"193486","","87767","66134","2"
"194546","","87767","66052","2"
"197727","","88133","160172","2"
"198587","2023/5/30 16:25:00","88133","","2"
"189224","","88133","192153","2"
"192427","","88133","137916","2"
"195607","","88133","34078","2"
"196665","","88133","208438","2"
"187623","2022/10/19 10:48:05","88133","","2"
"191365","","88133","66533","2"
"16095","2021/3/31 14:29:58","88133","172511","1"
"15697","2021/3/31 14:29:58","88133","157277","1"
"15299","2021/3/31 14:29:58","88133","137950","1"
"14105","2021/3/31 14:29:58","88133","75477","2"
"13707","2021/3/31 14:29:58","88133","75443","2"
"14901","2021/3/31 14:29:58","88133","107636","2"
"14503","2021/3/31 14:29:58","88133","78799","2"
"12115","2021/3/31 14:29:58","88133","40547","2"
"12911","2021/3/31 14:29:58","88133","75378","2"
"13309","2021/3/31 14:29:58","88133","75442","2"
"12513","2021/3/31 14:29:58","88133","63679","2"
"11717","2021/3/31 14:29:58","88133","35344","2"
"193487","","88133","66134","2"
"194547","","88133","66052","2"
"197728","","88474","160172","2"
"198729","2023/5/30 16:25:00","88474","","2"
"189225","","88474","192153","2"
"192428","","88474","137916","2"
"195608","","88474","34078","2"
"196666","","88474","208438","2"
"187969","2022/10/19 10:48:05","88474","","2"
"191366","","88474","66533","2"
"193488","","88474","66134","2"
"194548","","88474","66052","2"
"187512","2022/10/19 10:48:05","89081","","1"
"197729","","89220","160172","2"
"189226","","89220","192153","2"
"192429","","89220","137916","2"
"195609","","89220","34078","2"
"196667","","89220","208438","2"
"191367","","89220","66533","2"
"193489","","89220","66134","2"
"194549","","89220","66052","2"
"197730","","89224","160172","2"
"198638","2023/5/30 16:25:00","89224","","2"
"189227","","89224","192153","2"
"192430","","89224","137916","2"
"195610","","89224","34078","2"
"187397","2022/10/19 10:48:05","89224","","2"
"196668","","89224","208438","2"
"191368","","89224","66533","2"
"193490","","89224","66134","2"
"194550","","89224","66052","2"
"197731","","89268","160172","2"
"189228","","89268","192153","2"
"192431","","89268","137916","2"
"195611","","89268","34078","2"
"196669","","89268","208438","2"
"191369","","89268","66533","2"
"193491","","89268","66134","2"
"194551","","89268","66052","2"
"197732","","89286","160172","2"
"189229","","89286","192153","2"
"192432","","89286","137916","2"
"195612","","89286","34078","2"
"196670","","89286","208438","2"
"191370","","89286","66533","2"
"193492","","89286","66134","2"
"194552","","89286","66052","2"
"187970","2022/10/19 10:48:05","89422","","2"
"187273","2022/10/19 10:48:05","89716","","2"
"16237","2021/3/31 14:29:58","89716","172511","1"
"15839","2021/3/31 14:29:58","89716","157277","1"
"15441","2021/3/31 14:29:58","89716","137950","1"
"14247","2021/3/31 14:29:58","89716","75477","1"
"13849","2021/3/31 14:29:58","89716","75443","1"
"15043","2021/3/31 14:29:58","89716","107636","2"
"14645","2021/3/31 14:29:58","89716","78799","2"
"13053","2021/3/31 14:29:58","89716","75378","2"
"12655","2021/3/31 14:29:58","89716","63679","2"
"13451","2021/3/31 14:29:58","89716","75442","2"
"12257","2021/3/31 14:29:58","89716","40547","2"
"11859","2021/3/31 14:29:58","89716","35344","2"
"187971","2022/10/19 10:48:05","89912","","2"
"16094","2021/3/31 14:29:58","89912","172511","1"
"15696","2021/3/31 14:29:58","89912","157277","1"
"15298","2021/3/31 14:29:58","89912","137950","1"
"14104","2021/3/31 14:29:58","89912","75477","2"
"13706","2021/3/31 14:29:58","89912","75443","2"
"14900","2021/3/31 14:29:58","89912","107636","2"
"14502","2021/3/31 14:29:58","89912","78799","2"
"12114","2021/3/31 14:29:58","89912","40547","2"
"12910","2021/3/31 14:29:58","89912","75378","2"
"13308","2021/3/31 14:29:58","89912","75442","2"
"12512","2021/3/31 14:29:58","89912","63679","2"
"11716","2021/3/31 14:29:58","89912","35344","2"
"197733","","90373","160172","2"
"189230","","90373","192153","2"
"192433","","90373","137916","2"
"195613","","90373","34078","2"
"196671","","90373","208438","2"
"191371","","90373","66533","2"
"193493","","90373","66134","2"
"194553","","90373","66052","2"
"197734","","90434","160172","2"
"189231","","90434","192153","2"
"192434","","90434","137916","2"
"195614","","90434","34078","2"
"187592","2022/10/19 10:48:05","90434","","2"
"196672","","90434","208438","2"
"191372","","90434","66533","2"
"193494","","90434","66134","2"
"194554","","90434","66052","2"
"197735","","90435","160172","2"
"189232","","90435","192153","2"
"192435","","90435","137916","2"
"195615","","90435","34078","2"
"196673","","90435","208438","2"
"191373","","90435","66533","2"
"193495","","90435","66134","2"
"194555","","90435","66052","2"
"197736","","90842","160172","2"
"189233","","90842","192153","2"
"192436","","90842","137916","2"
"195616","","90842","34078","2"
"196674","","90842","208438","2"
"191374","","90842","66533","2"
"193496","","90842","66134","2"
"194556","","90842","66052","2"
"197737","","90971","160172","2"
"189234","","90971","192153","2"
"192437","","90971","137916","2"
"195617","","90971","34078","2"
"196675","","90971","208438","2"
"187972","2022/10/19 10:48:05","90971","","2"
"191375","","90971","66533","2"
"193497","","90971","66134","2"
"194557","","90971","66052","2"
"198901","2023/6/30 15:31:24","91029","","2"
"197738","","91260","160172","2"
"198802","2023/5/30 16:25:00","91260","","1"
"189235","","91260","192153","2"
"192438","","91260","137916","2"
"195618","","91260","34078","2"
"187513","2022/10/19 10:48:05","91260","","2"
"196676","","91260","208438","2"
"191376","","91260","66533","2"
"193498","","91260","66134","2"
"194558","","91260","66052","2"
"197739","","91491","160172","2"
"189236","","91491","192153","2"
"192439","","91491","137916","2"
"195619","","91491","34078","2"
"187584","2022/10/19 10:48:05","91491","","2"
"196677","","91491","208438","2"
"191377","","91491","66533","2"
"16093","2021/3/31 14:29:58","91491","172511","1"
"15695","2021/3/31 14:29:58","91491","157277","1"
"15297","2021/3/31 14:29:58","91491","137950","1"
"14103","2021/3/31 14:29:58","91491","75477","2"
"13705","2021/3/31 14:29:58","91491","75443","2"
"14899","2021/3/31 14:29:58","91491","107636","2"
"14501","2021/3/31 14:29:58","91491","78799","2"
"12113","2021/3/31 14:29:58","91491","40547","2"
"12909","2021/3/31 14:29:58","91491","75378","2"
"13307","2021/3/31 14:29:58","91491","75442","2"
"12511","2021/3/31 14:29:58","91491","63679","2"
"11715","2021/3/31 14:29:58","91491","35344","2"
"193499","","91491","66134","2"
"194559","","91491","66052","2"
"198288","","91528","160172","2"
"189785","","91528","192153","2"
"192988","","91528","137916","2"
"196168","","91528","34078","2"
"197226","","91528","208438","2"
"191926","","91528","66533","2"
"194048","","91528","66134","2"
"195108","","91528","66052","2"
"197740","","91535","160172","2"
"189237","","91535","192153","2"
"192440","","91535","137916","2"
"195620","","91535","34078","2"
"187148","2022/10/19 10:48:05","91535","","2"
"196678","","91535","208438","2"
"191378","","91535","66533","2"
"16092","2021/3/31 14:29:58","91535","172511","1"
"15694","2021/3/31 14:29:58","91535","157277","1"
"15296","2021/3/31 14:29:58","91535","137950","1"
"14102","2021/3/31 14:29:58","91535","75477","2"
"13704","2021/3/31 14:29:58","91535","75443","2"
"14898","2021/3/31 14:29:58","91535","107636","2"
"14500","2021/3/31 14:29:58","91535","78799","2"
"12112","2021/3/31 14:29:58","91535","40547","2"
"12908","2021/3/31 14:29:58","91535","75378","2"
"13306","2021/3/31 14:29:58","91535","75442","2"
"12510","2021/3/31 14:29:58","91535","63679","2"
"11714","2021/3/31 14:29:58","91535","35344","2"
"193500","","91535","66134","2"
"194560","","91535","66052","2"
"187154","2022/10/19 10:48:05","91536","","2"
"16091","2021/3/31 14:29:58","91547","172511","1"
"15693","2021/3/31 14:29:58","91547","157277","1"
"15295","2021/3/31 14:29:58","91547","137950","1"
"14101","2021/3/31 14:29:58","91547","75477","2"
"13703","2021/3/31 14:29:58","91547","75443","2"
"14897","2021/3/31 14:29:58","91547","107636","2"
"14499","2021/3/31 14:29:58","91547","78799","2"
"12111","2021/3/31 14:29:58","91547","40547","2"
"12907","2021/3/31 14:29:58","91547","75378","2"
"13305","2021/3/31 14:29:58","91547","75442","2"
"12509","2021/3/31 14:29:58","91547","63679","2"
"11713","2021/3/31 14:29:58","91547","35344","2"
"198902","2023/6/30 15:31:47","91570","","2"
"197741","","91578","160172","2"
"189238","","91578","192153","2"
"192441","","91578","137916","2"
"195621","","91578","34078","2"
"196679","","91578","208438","2"
"198903","2023/6/30 15:31:53","91578","","2"
"191379","","91578","66533","2"
"193501","","91578","66134","2"
"194561","","91578","66052","2"
"197742","","91739","160172","2"
"189239","","91739","192153","2"
"192442","","91739","137916","2"
"195622","","91739","34078","2"
"196680","","91739","208438","2"
"187974","2022/10/19 10:48:05","91739","","2"
"191380","","91739","66533","2"
"15088","2021/3/31 14:29:58","91739","107636","2"
"16282","2021/3/31 14:29:58","91739","172511","1"
"15884","2021/3/31 14:29:58","91739","157277","1"
"15486","2021/3/31 14:29:58","91739","137950","1"
"14292","2021/3/31 14:29:58","91739","75477","2"
"13894","2021/3/31 14:29:58","91739","75443","2"
"14690","2021/3/31 14:29:58","91739","78799","2"
"13098","2021/3/31 14:29:58","91739","75378","2"
"12700","2021/3/31 14:29:58","91739","63679","2"
"13496","2021/3/31 14:29:58","91739","75442","2"
"12302","2021/3/31 14:29:58","91739","40547","2"
"11904","2021/3/31 14:29:58","91739","35344","2"
"193502","","91739","66134","2"
"194562","","91739","66052","2"
"15074","2021/3/31 14:29:58","91971","107636","2"
"16268","2021/3/31 14:29:58","91971","172511","1"
"15870","2021/3/31 14:29:58","91971","157277","1"
"15472","2021/3/31 14:29:58","91971","137950","1"
"14278","2021/3/31 14:29:58","91971","75477","2"
"13880","2021/3/31 14:29:58","91971","75443","2"
"14676","2021/3/31 14:29:58","91971","78799","2"
"13084","2021/3/31 14:29:58","91971","75378","2"
"12686","2021/3/31 14:29:58","91971","63679","2"
"13482","2021/3/31 14:29:58","91971","75442","2"
"12288","2021/3/31 14:29:58","91971","40547","2"
"11890","2021/3/31 14:29:58","91971","35344","2"
"198784","2023/5/30 16:25:00","91990","","1"
"198645","2023/5/30 16:25:00","92064","","2"
"187414","2022/10/19 10:48:05","92064","","2"
"197743","","92089","160172","2"
"189240","","92089","192153","2"
"192443","","92089","137916","2"
"195623","","92089","34078","2"
"196681","","92089","208438","2"
"187975","2022/10/19 10:48:05","92089","","2"
"191381","","92089","66533","2"
"193503","","92089","66134","2"
"194563","","92089","66052","2"
"198430","2023/5/30 16:25:00","92218","","2"
"198853","2023/5/30 16:25:00","92428","","1"
"15229","2021/3/31 14:29:58","93089","137950","1"
"16025","2021/3/31 14:29:58","93089","172511","1"
"15627","2021/3/31 14:29:58","93089","157277","1"
"14433","2021/3/31 14:29:58","93089","78799","2"
"14035","2021/3/31 14:29:58","93089","75477","2"
"13637","2021/3/31 14:29:58","93089","75443","2"
"14831","2021/3/31 14:29:58","93089","107636","2"
"12045","2021/3/31 14:29:58","93089","40547","2"
"12841","2021/3/31 14:29:58","93089","75378","2"
"13239","2021/3/31 14:29:58","93089","75442","2"
"12443","2021/3/31 14:29:58","93089","63679","2"
"11647","2021/3/31 14:29:58","93089","35344","2"
"197745","","93294","160172","2"
"189242","","93294","192153","2"
"192445","","93294","137916","2"
"195625","","93294","34078","2"
"196683","","93294","208438","2"
"187976","2022/10/19 10:48:05","93294","","2"
"191383","","93294","66533","2"
"193505","","93294","66134","2"
"194565","","93294","66052","2"
"197746","","94052","160172","2"
"189243","","94052","192153","2"
"192446","","94052","137916","2"
"195626","","94052","34078","2"
"196684","","94052","208438","2"
"191384","","94052","66533","2"
"193506","","94052","66134","2"
"194566","","94052","66052","2"
"197747","","94099","160172","2"
"189244","","94099","192153","2"
"192447","","94099","137916","2"
"195627","","94099","34078","2"
"196685","","94099","208438","2"
"191385","","94099","66533","2"
"193507","","94099","66134","2"
"194567","","94099","66052","2"
"188642","2023/4/3 16:49:32","479327","","1"
"198023","","479328","160172","2"
"189520","","479328","192153","2"
"192723","","479328","137916","2"
"195903","","479328","34078","2"
"196961","","479328","208438","2"
"188643","2023/4/3 16:49:40","479328","","1"
"191661","","479328","66533","2"
"193783","","479328","66134","2"
"194843","","479328","66052","2"
"15073","2021/3/31 14:29:58","94483","107636","2"
"16267","2021/3/31 14:29:58","94483","172511","1"
"15869","2021/3/31 14:29:58","94483","157277","1"
"15471","2021/3/31 14:29:58","94483","137950","1"
"14277","2021/3/31 14:29:58","94483","75477","2"
"13879","2021/3/31 14:29:58","94483","75443","2"
"14675","2021/3/31 14:29:58","94483","78799","2"
"13083","2021/3/31 14:29:58","94483","75378","2"
"12685","2021/3/31 14:29:58","94483","63679","2"
"13481","2021/3/31 14:29:58","94483","75442","2"
"12287","2021/3/31 14:29:58","94483","40547","2"
"11889","2021/3/31 14:29:58","94483","35344","2"
"197748","","94505","160172","2"
"198467","2023/5/30 16:25:00","94505","","2"
"189245","","94505","192153","2"
"192448","","94505","137916","2"
"195628","","94505","34078","2"
"187193","2022/10/19 10:48:05","94505","","2"
"196686","","94505","208438","2"
"191386","","94505","66533","2"
"16090","2021/3/31 14:29:58","94505","172511","1"
"15692","2021/3/31 14:29:58","94505","157277","1"
"15294","2021/3/31 14:29:58","94505","137950","1"
"14100","2021/3/31 14:29:58","94505","75477","2"
"13702","2021/3/31 14:29:58","94505","75443","2"
"14896","2021/3/31 14:29:58","94505","107636","2"
"14498","2021/3/31 14:29:58","94505","78799","2"
"12110","2021/3/31 14:29:58","94505","40547","2"
"12906","2021/3/31 14:29:58","94505","75378","2"
"13304","2021/3/31 14:29:58","94505","75442","2"
"12508","2021/3/31 14:29:58","94505","63679","2"
"11712","2021/3/31 14:29:58","94505","35344","2"
"193508","","94505","66134","2"
"194568","","94505","66052","2"
"197749","","94568","160172","2"
"198628","2023/5/30 16:25:00","94568","","2"
"189246","","94568","192153","2"
"192449","","94568","137916","2"
"195629","","94568","34078","2"
"196687","","94568","208438","2"
"198904","2023/6/30 15:32:01","94568","","2"
"191387","","94568","66533","2"
"16089","2021/3/31 14:29:58","94568","172511","1"
"15691","2021/3/31 14:29:58","94568","157277","1"
"15293","2021/3/31 14:29:58","94568","137950","1"
"14099","2021/3/31 14:29:58","94568","75477","2"
"13701","2021/3/31 14:29:58","94568","75443","2"
"14895","2021/3/31 14:29:58","94568","107636","2"
"14497","2021/3/31 14:29:58","94568","78799","2"
"12109","2021/3/31 14:29:58","94568","40547","2"
"12905","2021/3/31 14:29:58","94568","75378","2"
"13303","2021/3/31 14:29:58","94568","75442","2"
"12507","2021/3/31 14:29:58","94568","63679","2"
"11711","2021/3/31 14:29:58","94568","35344","2"
"193509","","94568","66134","2"
"194569","","94568","66052","2"
"197750","","95196","160172","2"
"189247","","95196","192153","2"
"192450","","95196","137916","2"
"195630","","95196","34078","2"
"196688","","95196","208438","2"
"191388","","95196","66533","2"
"193510","","95196","66134","2"
"194570","","95196","66052","2"
"197751","","95254","160172","2"
"189248","","95254","192153","2"
"192451","","95254","137916","2"
"195631","","95254","34078","2"
"196689","","95254","208438","2"
"191389","","95254","66533","2"
"193511","","95254","66134","2"
"194571","","95254","66052","2"
"198854","2023/5/30 16:25:00","96052","","1"
"197752","","96073","160172","2"
"198494","2023/5/30 16:25:00","96073","","2"
"189249","","96073","192153","2"
"192452","","96073","137916","2"
"195632","","96073","34078","2"
"187172","2022/10/19 10:48:05","96073","","2"
"196690","","96073","208438","2"
"191390","","96073","66533","2"
"193512","","96073","66134","2"
"194572","","96073","66052","2"
"188526","2023/3/30 22:59:35","96144","","1"
"197753","","96444","160172","2"
"189250","","96444","192153","2"
"192453","","96444","137916","2"
"195633","","96444","34078","2"
"196691","","96444","208438","2"
"191391","","96444","66533","2"
"193513","","96444","66134","2"
"194573","","96444","66052","2"
"197754","","97117","160172","2"
"198730","2023/5/30 16:25:00","97117","","2"
"189251","","97117","192153","2"
"192454","","97117","137916","2"
"195634","","97117","34078","2"
"187379","2022/10/19 10:48:05","97117","","2"
"196692","","97117","208438","2"
"191392","","97117","66533","2"
"16088","2021/3/31 14:29:58","97117","172511","1"
"15690","2021/3/31 14:29:58","97117","157277","1"
"15292","2021/3/31 14:29:58","97117","137950","1"
"14098","2021/3/31 14:29:58","97117","75477","2"
"13700","2021/3/31 14:29:58","97117","75443","2"
"14894","2021/3/31 14:29:58","97117","107636","2"
"14496","2021/3/31 14:29:58","97117","78799","2"
"12108","2021/3/31 14:29:58","97117","40547","2"
"12904","2021/3/31 14:29:58","97117","75378","2"
"13302","2021/3/31 14:29:58","97117","75442","2"
"12506","2021/3/31 14:29:58","97117","63679","2"
"11710","2021/3/31 14:29:58","97117","35344","2"
"193514","","97117","66134","2"
"194574","","97117","66052","2"
"198567","2023/5/30 16:25:00","97220","","2"
"187977","2022/10/19 10:48:05","97220","","2"
"15222","2021/3/31 14:29:58","97220","137950","1"
"16018","2021/3/31 14:29:58","97220","172511","1"
"15620","2021/3/31 14:29:58","97220","157277","1"
"14426","2021/3/31 14:29:58","97220","78799","1"
"14028","2021/3/31 14:29:58","97220","75477","1"
"13630","2021/3/31 14:29:58","97220","75443","1"
"14824","2021/3/31 14:29:58","97220","107636","1"
"12038","2021/3/31 14:29:58","97220","40547","1"
"12834","2021/3/31 14:29:58","97220","75378","1"
"13232","2021/3/31 14:29:58","97220","75442","1"
"12436","2021/3/31 14:29:58","97220","63679","1"
"11640","2021/3/31 14:29:58","97220","35344","1"
"187979","2022/10/19 10:48:05","97540","","2"
"198289","","97595","160172","2"
"189786","","97595","192153","2"
"192989","","97595","137916","2"
"196169","","97595","34078","2"
"197227","","97595","208438","2"
"191927","","97595","66533","2"
"194049","","97595","66134","2"
"195109","","97595","66052","2"
"198824","2023/5/30 16:25:00","98185","","1"
"197755","","98287","160172","2"
"189252","","98287","192153","2"
"192455","","98287","137916","2"
"195635","","98287","34078","2"
"187225","2022/10/19 10:48:05","98287","","2"
"196693","","98287","208438","2"
"191393","","98287","66533","2"
"15070","2021/3/31 14:29:58","98287","107636","2"
"16264","2021/3/31 14:29:58","98287","172511","1"
"15866","2021/3/31 14:29:58","98287","157277","1"
"15468","2021/3/31 14:29:58","98287","137950","1"
"14274","2021/3/31 14:29:58","98287","75477","1"
"13876","2021/3/31 14:29:58","98287","75443","1"
"14672","2021/3/31 14:29:58","98287","78799","2"
"13080","2021/3/31 14:29:58","98287","75378","2"
"12682","2021/3/31 14:29:58","98287","63679","1"
"13478","2021/3/31 14:29:58","98287","75442","2"
"12284","2021/3/31 14:29:58","98287","40547","2"
"11886","2021/3/31 14:29:58","98287","35344","2"
"193515","","98287","66134","2"
"194575","","98287","66052","2"
"197757","","98407","160172","2"
"198662","2023/5/30 16:25:00","98407","","2"
"189254","","98407","192153","2"
"192457","","98407","137916","2"
"195637","","98407","34078","2"
"187152","2022/10/19 10:48:05","98407","","2"
"196695","","98407","208438","2"
"191395","","98407","66533","2"
"193517","","98407","66134","2"
"194577","","98407","66052","2"
"15098","2021/3/31 14:29:58","98467","107636","2"
"16292","2021/3/31 14:29:58","98467","172511","1"
"15894","2021/3/31 14:29:58","98467","157277","1"
"15496","2021/3/31 14:29:58","98467","137950","1"
"14302","2021/3/31 14:29:58","98467","75477","2"
"13904","2021/3/31 14:29:58","98467","75443","2"
"14700","2021/3/31 14:29:58","98467","78799","2"
"13108","2021/3/31 14:29:58","98467","75378","2"
"12710","2021/3/31 14:29:58","98467","63679","2"
"13506","2021/3/31 14:29:58","98467","75442","2"
"12312","2021/3/31 14:29:58","98467","40547","2"
"11914","2021/3/31 14:29:58","98467","35344","2"
"197758","","98609","160172","2"
"188354","2023/2/24 8:33:27","98609","","2"
"189255","","98609","192153","2"
"192458","","98609","137916","2"
"195638","","98609","34078","2"
"196696","","98609","208438","2"
"191396","","98609","66533","2"
"193518","","98609","66134","2"
"194578","","98609","66052","2"
"187425","2022/10/19 10:48:05","98725","","2"
"197759","","98756","160172","2"
"189256","","98756","192153","2"
"192459","","98756","137916","2"
"195639","","98756","34078","2"
"187356","2022/10/19 10:48:05","98756","","2"
"196697","","98756","208438","2"
"191397","","98756","66533","2"
"193519","","98756","66134","2"
"194579","","98756","66052","2"
"197760","","98790","160172","2"
"189257","","98790","192153","2"
"192460","","98790","137916","2"
"195640","","98790","34078","2"
"196698","","98790","208438","2"
"191398","","98790","66533","2"
"193520","","98790","66134","2"
"194580","","98790","66052","2"
"197761","","98799","160172","2"
"189258","","98799","192153","2"
"192461","","98799","137916","2"
"195641","","98799","34078","2"
"196699","","98799","208438","2"
"191399","","98799","66533","2"
"16208","2021/3/31 14:29:58","98799","172511","1"
"15810","2021/3/31 14:29:58","98799","157277","1"
"15412","2021/3/31 14:29:58","98799","137950","1"
"14218","2021/3/31 14:29:58","98799","75477","2"
"13820","2021/3/31 14:29:58","98799","75443","2"
"15014","2021/3/31 14:29:58","98799","107636","2"
"14616","2021/3/31 14:29:58","98799","78799","2"
"13024","2021/3/31 14:29:58","98799","75378","2"
"12626","2021/3/31 14:29:58","98799","63679","2"
"13422","2021/3/31 14:29:58","98799","75442","2"
"12228","2021/3/31 14:29:58","98799","40547","2"
"11830","2021/3/31 14:29:58","98799","35344","2"
"193521","","98799","66134","2"
"194581","","98799","66052","2"
"197762","","98972","160172","2"
"189259","","98972","192153","2"
"192462","","98972","137916","2"
"195642","","98972","34078","2"
"196700","","98972","208438","2"
"191400","","98972","66533","2"
"193522","","98972","66134","2"
"194582","","98972","66052","2"
"197763","","99007","160172","2"
"189260","","99007","192153","2"
"192463","","99007","137916","2"
"195643","","99007","34078","2"
"196701","","99007","208438","2"
"191401","","99007","66533","2"
"193523","","99007","66134","2"
"194583","","99007","66052","2"
"198692","2023/5/30 16:25:00","99138","","2"
"198290","","99230","160172","2"
"189787","","99230","192153","2"
"192990","","99230","137916","2"
"196170","","99230","34078","2"
"197228","","99230","208438","2"
"187981","2022/10/19 10:48:05","99230","","2"
"191928","","99230","66533","2"
"194050","","99230","66134","2"
"195110","","99230","66052","2"
"15116","2021/3/31 14:29:58","100294","107636","2"
"16310","2021/3/31 14:29:58","100294","172511","1"
"15912","2021/3/31 14:29:58","100294","157277","1"
"15514","2021/3/31 14:29:58","100294","137950","1"
"14320","2021/3/31 14:29:58","100294","75477","2"
"13922","2021/3/31 14:29:58","100294","75443","2"
"14718","2021/3/31 14:29:58","100294","78799","2"
"11932","2021/3/31 14:29:58","100294","35344","2"
"13126","2021/3/31 14:29:58","100294","75378","2"
"12728","2021/3/31 14:29:58","100294","63679","2"
"13524","2021/3/31 14:29:58","100294","75442","2"
"12330","2021/3/31 14:29:58","100294","40547","2"
"188356","2023/2/24 8:33:34","100334","","1"
"198291","","100374","160172","2"
"189788","","100374","192153","2"
"192991","","100374","137916","2"
"196171","","100374","34078","2"
"197229","","100374","208438","2"
"191929","","100374","66533","2"
"194051","","100374","66134","2"
"195111","","100374","66052","2"
"198772","2023/5/30 16:25:00","100488","","1"
"198634","2023/5/30 16:25:00","100524","","2"
"197764","","100958","160172","2"
"198693","2023/5/30 16:25:00","100958","","2"
"189261","","100958","192153","2"
"192464","","100958","137916","2"
"195644","","100958","34078","2"
"187377","2022/10/19 10:48:05","100958","","2"
"196702","","100958","208438","2"
"191402","","100958","66533","2"
"16087","2021/3/31 14:29:58","100958","172511","1"
"15689","2021/3/31 14:29:58","100958","157277","1"
"15291","2021/3/31 14:29:58","100958","137950","1"
"14097","2021/3/31 14:29:58","100958","75477","1"
"13699","2021/3/31 14:29:58","100958","75443","1"
"14893","2021/3/31 14:29:58","100958","107636","1"
"14495","2021/3/31 14:29:58","100958","78799","1"
"12107","2021/3/31 14:29:58","100958","40547","1"
"12903","2021/3/31 14:29:58","100958","75378","1"
"13301","2021/3/31 14:29:58","100958","75442","1"
"12505","2021/3/31 14:29:58","100958","63679","1"
"11709","2021/3/31 14:29:58","100958","35344","1"
"193524","","100958","66134","2"
"194584","","100958","66052","2"
"15252","2021/3/31 14:29:58","101309","137950","1"
"16048","2021/3/31 14:29:58","101309","172511","1"
"15650","2021/3/31 14:29:58","101309","157277","1"
"14058","2021/3/31 14:29:58","101309","75477","2"
"13660","2021/3/31 14:29:58","101309","75443","2"
"14854","2021/3/31 14:29:58","101309","107636","2"
"14456","2021/3/31 14:29:58","101309","78799","2"
"12068","2021/3/31 14:29:58","101309","40547","2"
"12864","2021/3/31 14:29:58","101309","75378","2"
"13262","2021/3/31 14:29:58","101309","75442","2"
"12466","2021/3/31 14:29:58","101309","63679","2"
"11670","2021/3/31 14:29:58","101309","35344","2"
"15102","2021/3/31 14:29:58","101347","107636","2"
"16296","2021/3/31 14:29:58","101347","172511","1"
"15898","2021/3/31 14:29:58","101347","157277","1"
"15500","2021/3/31 14:29:58","101347","137950","1"
"14306","2021/3/31 14:29:58","101347","75477","2"
"13908","2021/3/31 14:29:58","101347","75443","2"
"14704","2021/3/31 14:29:58","101347","78799","2"
"13112","2021/3/31 14:29:58","101347","75378","2"
"12714","2021/3/31 14:29:58","101347","63679","2"
"13510","2021/3/31 14:29:58","101347","75442","2"
"12316","2021/3/31 14:29:58","101347","40547","2"
"11918","2021/3/31 14:29:58","101347","35344","2"
"187982","2022/10/19 10:48:05","101452","","2"
"198842","2023/5/30 16:25:00","437462","","1"
"187455","2022/10/19 10:48:05","437462","","2"
"198905","2023/6/30 15:32:07","101892","","1"
"198740","2023/5/30 16:25:00","102012","","2"
"187983","2022/10/19 10:48:05","102012","","2"
"187289","2022/10/19 10:48:05","102062","","2"
"187508","2022/10/19 10:48:05","102106","","2"
"187984","2022/10/19 10:48:05","102111","","2"
"187985","2022/10/19 10:48:05","102129","","2"
"187620","2022/10/19 10:48:05","102233","","1"
"197765","","102382","160172","2"
"189262","","102382","192153","2"
"192465","","102382","137916","2"
"195645","","102382","34078","2"
"187491","2022/10/19 10:48:05","102382","","2"
"196703","","102382","208438","2"
"191403","","102382","66533","2"
"193525","","102382","66134","2"
"194585","","102382","66052","2"
"187450","2022/10/19 10:48:05","102411","","2"
"198583","2023/5/30 16:25:00","102595","","2"
"187210","2022/10/19 10:48:05","104046","","2"
"198506","2023/5/30 16:25:00","104562","","2"
"197766","","105036","160172","2"
"198741","2023/5/30 16:25:00","105036","","2"
"189263","","105036","192153","2"
"192466","","105036","137916","2"
"195646","","105036","34078","2"
"196704","","105036","208438","2"
"187986","2022/10/19 10:48:05","105036","","2"
"191404","","105036","66533","2"
"15236","2021/3/31 14:29:58","105036","137950","1"
"16032","2021/3/31 14:29:58","105036","172511","1"
"15634","2021/3/31 14:29:58","105036","157277","1"
"14042","2021/3/31 14:29:58","105036","75477","2"
"13644","2021/3/31 14:29:58","105036","75443","2"
"14838","2021/3/31 14:29:58","105036","107636","2"
"14440","2021/3/31 14:29:58","105036","78799","2"
"12052","2021/3/31 14:29:58","105036","40547","2"
"12848","2021/3/31 14:29:58","105036","75378","2"
"13246","2021/3/31 14:29:58","105036","75442","2"
"12450","2021/3/31 14:29:58","105036","63679","2"
"193526","","105036","66134","2"
"194586","","105036","66052","2"
"11654","2021/3/31 14:29:58","105036","35344","2"
"198029","","105063","160172","2"
"189526","","105063","192153","2"
"192729","","105063","137916","2"
"195909","","105063","34078","2"
"196967","","105063","208438","2"
"191667","","105063","66533","2"
"193789","","105063","66134","2"
"194849","","105063","66052","2"
